transaction_amount,transactions_last_24h,account_age_days,distance_from_home_km,is_foreign_transaction,is_high_risk_country,fraud
14.92,0,319,2.69,1,0,1
337.27,5,608,4.05,0,0,0
118.57,6,276,10.47,0,0,0
48.94,1,1448,4.74,0,0,1
18.0,2,655,44.23,0,0,0
189.6,5,1300,9.35,0,0,0
116.13,4,1366,0.91,0,1,1
91.49,3,1032,19.6,1,0,0
269.2,2,1813,5.98,0,0,0
186.48,0,459,15.9,0,1,0
19.74,4,574,4.92,0,0,1
44.83,5,1644,12.69,0,0,1
34.28,2,1280,22.19,0,0,0
163.48,3,1069,39.47,0,0,1
4.09,7,1434,4.54,0,0,1
101.25,5,37,6.12,0,0,1
172.49,3,229,9.36,1,0,1
251.24,1,415,39.3,0,0,0
50.24,3,1647,34.75,0,0,0
206.62,4,1808,1.41,0,0,0
14.07,1,280,2.12,1,0,0
224.85,3,1769,10.26,0,0,1
16.37,3,1684,1.69,0,0,0
60.76,4,801,6.36,0,0,0
191.52,1,1544,2.41,0,0,1
19.49,2,972,15.16,0,0,0
31.25,3,1319,44.79,0,0,0
153.73,2,1487,85.86,0,0,1
152.77,1,1795,7.06,1,0,0
122.98,1,843,13.71,0,0,1
142.08,3,326,29.1,0,0,1
93.9,0,1623,1.87,0,1,0
34.81,3,1330,17.55,0,0,0
50.9,1,347,7.89,0,0,0
24.05,1,1340,3.46,0,0,1
286.91,7,1461,7.73,0,0,1
105.07,3,360,1.19,0,0,1
61.47,2,520,17.83,0,0,1
74.39,4,534,4.37,0,0,1
353.14,4,1891,5.6,0,0,0
19.98,0,501,1.94,0,0,0
105.89,3,1941,30.0,0,0,1
84.6,3,1627,10.2,0,0,1
113.44,7,18,12.73,0,0,0
2.19,3,1530,12.64,1,1,0
246.8,2,1758,7.93,1,0,0
322.8,4,1593,3.21,1,0,1
99.93,2,570,20.51,0,0,1
143.14,2,1854,2.04,0,0,0
306.9,3,449,1.65,0,0,1
147.41,0,1585,18.58,0,0,0
19.86,0,1908,3.51,0,0,0
103.04,3,801,5.5,1,1,1
111.99,4,1771,9.67,0,0,0
66.22,6,1141,8.95,0,0,0
160.02,4,1278,18.49,0,0,1
326.84,2,1288,14.65,1,0,1
311.75,2,42,15.51,0,0,1
71.92,8,1056,18.78,0,0,1
14.42,4,854,5.19,1,0,1
502.7,3,575,5.84,0,0,1
219.09,1,1854,8.64,0,0,1
15.98,2,58,5.51,0,1,1
304.36,1,471,62.93,0,0,0
244.73,3,599,25.23,0,0,1
87.79,4,345,2.7,0,0,1
107.37,0,1978,0.08,1,0,0
61.1,2,1391,0.66,0,0,1
6.76,5,1155,4.2,0,0,1
48.99,5,1477,1.82,0,0,1
194.86,3,368,11.43,0,0,0
0.56,1,1635,29.28,0,0,1
48.69,3,355,20.02,0,0,0
60.93,2,202,3.64,0,0,1
92.51,5,1449,7.64,0,1,1
302.87,1,1410,10.64,0,0,1
51.02,3,1496,24.93,0,0,0
51.13,3,765,27.41,0,0,0
160.5,4,1694,36.07,0,0,1
72.23,2,1179,10.68,0,0,1
30.53,2,487,17.78,0,0,0
72.27,1,837,1.78,0,0,0
18.22,0,899,12.5,0,0,1
23.29,2,662,4.29,1,0,0
82.79,2,417,8.48,0,0,1
65.15,1,295,15.08,0,0,1
295.6,5,1931,4.46,0,0,1
54.0,7,860,0.8,0,0,0
104.27,2,120,0.15,0,0,1
120.05,2,629,0.34,0,0,0
1.58,2,1912,0.13,0,0,0
130.71,1,802,1.75,0,0,0
23.53,2,59,4.11,0,0,1
389.52,2,1047,3.75,0,0,1
19.31,5,1167,64.91,1,1,0
64.26,0,597,5.48,1,0,0
10.71,3,605,2.04,0,1,0
692.17,2,1376,11.83,0,0,1
83.71,5,679,29.27,0,0,1
108.58,3,1319,17.0,0,1,0
8.33,5,1967,5.27,1,0,1
166.34,6,323,12.37,0,0,1
28.27,3,615,18.82,0,0,1
274.0,5,306,19.54,0,0,1
27.55,2,1639,16.47,0,0,1
25.39,0,578,30.7,0,0,1
4.47,6,1197,30.62,0,0,1
76.65,5,841,12.97,0,0,0
99.85,3,1530,8.43,0,0,1
8.16,6,619,15.39,0,1,1
179.28,3,25,25.57,0,0,0
72.46,1,1377,0.09,0,0,0
89.18,0,1111,72.42,0,0,1
69.74,2,1379,3.03,0,0,0
61.45,2,81,9.53,1,0,0
98.42,4,279,30.84,1,0,1
20.24,5,296,3.82,1,0,1
24.1,1,75,9.72,0,0,0
237.47,4,889,2.13,1,0,1
350.51,3,77,7.54,0,0,0
56.08,2,1226,2.92,1,0,0
37.89,3,1088,6.78,0,0,0
123.94,2,989,7.01,1,0,1
63.06,3,1412,74.8,0,0,1
3.09,5,983,78.92,0,0,0
20.37,2,1201,1.83,0,0,0
151.04,5,1442,19.42,0,0,1
129.08,1,517,0.8,0,0,0
3.3,0,1570,0.46,0,0,1
30.12,4,1676,1.67,0,0,1
31.53,6,846,50.5,0,0,0
133.73,4,1135,42.42,0,0,1
2.39,3,895,3.23,0,0,1
13.19,5,803,2.65,0,0,1
193.08,2,1841,4.13,0,0,0
23.6,2,1839,10.87,0,0,1
126.92,2,431,12.65,0,0,1
32.65,4,1997,3.76,0,1,0
12.57,3,784,21.2,0,0,0
33.43,5,487,5.56,0,0,1
153.73,2,935,38.29,0,0,0
232.3,2,129,16.04,0,0,1
212.79,3,1948,8.6,1,0,0
60.74,3,1776,23.4,0,0,0
132.35,4,1324,25.55,0,0,1
27.53,1,497,5.15,0,0,0
41.63,0,1194,6.23,0,0,1
271.99,1,1706,41.22,0,0,1
1.57,4,87,2.7,0,0,1
10.73,3,1071,0.65,0,0,0
27.97,4,1427,9.08,0,0,1
3.23,1,450,24.23,0,0,1
24.02,5,1573,22.15,0,0,1
104.97,3,471,37.8,1,0,1
65.66,4,621,11.43,0,0,1
267.82,4,1327,1.58,0,0,1
204.08,4,1433,13.33,1,1,1
50.19,1,1669,22.6,0,0,0
36.04,4,926,1.47,0,1,0
57.3,3,1125,2.84,0,0,0
107.08,2,1800,0.19,0,0,0
37.45,5,618,13.51,0,1,1
117.43,4,15,32.67,0,0,0
63.2,3,690,16.66,0,0,1
96.37,4,904,60.29,0,0,0
68.75,4,280,0.98,0,0,1
41.86,3,1653,35.0,0,0,0
355.83,1,1932,25.24,0,0,1
173.07,2,820,5.66,0,0,1
18.11,0,568,54.47,0,0,0
243.42,4,108,5.09,0,0,0
80.2,1,535,33.01,0,0,0
269.94,5,203,31.9,1,0,1
193.05,1,1190,21.26,0,1,1
66.45,4,1933,12.43,0,0,1
2.73,1,1699,1.92,1,0,0
37.55,6,1148,11.39,0,0,0
93.61,4,405,6.62,1,0,0
120.44,1,779,23.57,0,0,1
35.79,3,1690,21.29,0,0,0
18.01,3,1836,36.22,0,0,0
216.17,4,1033,0.22,0,1,1
499.27,2,1555,24.84,0,0,1
89.51,4,889,41.82,1,0,1
22.6,3,1247,23.36,0,0,0
38.15,3,754,2.09,0,0,1
2.23,2,692,1.27,0,0,1
294.83,4,1566,0.32,0,1,1
15.03,3,24,14.86,0,0,1
103.11,1,1452,14.9,0,0,1
38.43,1,377,65.04,0,0,1
96.94,2,647,7.61,0,0,0
126.47,2,862,6.05,0,0,0
212.45,1,1886,14.69,1,0,1
27.74,6,1246,26.2,0,0,0
1.33,2,709,41.42,0,1,1
17.66,5,1717,24.38,0,0,1
276.33,7,1792,8.34,0,0,1
248.47,5,14,15.11,0,0,1
109.18,4,240,29.1,1,0,1
110.11,3,1234,10.12,0,0,1
131.25,4,1918,3.66,0,0,0
23.14,1,1435,2.79,0,0,0
294.99,2,1182,0.0,0,0,0
65.11,4,1617,19.0,0,0,1
57.97,1,1525,1.77,1,0,0
87.81,4,1021,4.19,0,0,1
5.77,6,1259,5.3,0,0,0
21.82,3,595,12.33,0,0,0
160.74,1,1852,7.61,0,1,0
10.37,2,178,16.84,0,0,1
110.9,4,770,0.86,0,0,0
33.78,3,801,1.98,0,0,0
59.18,1,1009,10.37,1,0,0
40.88,7,161,6.16,0,0,1
52.75,2,1025,5.26,0,0,0
152.35,5,233,1.04,0,0,1
42.31,6,513,33.91,0,0,0
100.28,1,1770,17.66,1,0,0
77.56,0,1583,1.95,0,0,0
130.76,2,53,1.01,0,0,1
331.43,3,706,55.26,0,0,1
158.27,5,513,17.15,0,0,0
29.04,0,1988,8.11,0,0,1
3.8,0,1274,18.15,0,0,0
36.5,3,939,21.18,0,0,0
108.49,4,852,22.71,1,1,1
6.34,3,360,9.75,0,0,1
82.31,4,1755,8.43,1,0,0
109.01,3,32,0.17,0,0,1
48.82,5,1669,39.17,0,1,1
176.84,6,607,13.87,0,0,1
13.53,3,1076,3.41,0,0,0
9.37,4,475,37.81,1,0,0
156.32,1,49,36.96,0,0,1
82.1,3,312,67.9,0,0,1
139.93,3,1714,31.08,0,0,1
68.47,2,184,91.68,0,0,0
33.95,4,1008,4.21,1,0,1
205.18,3,1565,27.7,0,0,0
192.78,5,1494,25.98,0,0,1
142.37,3,630,3.94,0,1,0
38.12,3,1226,1.55,0,0,0
107.06,2,253,58.25,0,0,0
53.74,0,845,5.27,0,0,1
11.53,4,289,30.71,0,0,0
299.12,3,1773,0.06,0,0,1
17.66,2,1069,0.32,0,0,1
360.06,4,566,9.41,0,0,1
70.87,6,907,4.09,0,0,0
24.57,4,1573,17.56,0,0,0
93.68,4,1187,12.51,1,0,1
247.58,2,1056,1.21,0,0,1
158.11,1,728,2.66,1,0,1
197.14,1,941,7.37,0,0,0
129.03,1,100,3.08,0,0,0
141.43,4,399,23.57,0,0,0
227.01,3,1964,8.07,0,0,1
34.47,4,1392,1.47,0,0,0
80.67,4,559,9.93,1,0,0
30.0,2,940,1.43,0,0,0
527.47,6,1261,2.07,0,0,1
346.02,3,1235,4.11,0,0,1
4.83,1,1383,29.44,0,0,0
146.73,3,1854,38.78,0,0,1
311.23,2,1799,26.25,1,0,1
23.9,2,1071,6.1,0,0,1
100.7,3,742,4.77,0,0,0
296.5,3,509,11.95,0,0,1
4.14,3,1732,19.19,1,0,1
143.45,3,1076,75.25,1,1,1
42.35,6,880,2.12,0,0,0
309.87,6,1659,0.76,1,0,1
425.1,3,1805,17.78,0,0,1
346.46,3,526,26.78,1,0,0
77.14,3,77,28.1,0,0,0
237.7,2,1773,17.02,0,0,1
223.37,3,132,46.19,0,0,0
46.12,3,1718,10.73,0,0,1
211.87,3,345,36.77,0,0,0
4.53,1,1186,51.54,0,0,1
108.84,4,983,28.18,0,0,1
31.37,1,788,5.56,1,0,1
15.42,4,1702,3.28,0,0,0
9.61,2,1195,11.92,0,0,0
143.0,2,1247,9.05,0,0,0
49.84,5,1943,31.53,1,0,0
154.82,4,1409,1.58,1,0,1
8.11,1,1953,4.47,0,0,0
45.45,1,1476,20.9,0,0,1
93.05,5,432,1.5,0,0,1
187.69,3,1571,5.8,0,0,0
46.06,1,948,7.34,0,1,1
117.99,1,813,14.62,1,0,0
260.56,5,1968,2.58,0,0,0
114.81,4,1734,29.56,0,0,1
31.83,4,1945,8.9,0,0,0
2.96,1,643,37.34,0,0,1
244.92,0,1263,9.46,0,0,1
2.58,4,1092,4.82,0,0,0
249.25,2,105,2.29,0,0,1
90.33,4,1295,0.06,0,0,1
335.76,1,363,11.39,0,0,0
192.4,1,1345,1.7,0,0,1
741.86,4,1169,7.46,1,0,1
51.83,2,1895,13.35,0,0,0
174.9,1,1828,4.84,0,1,1
61.69,1,976,2.89,0,0,0
78.44,3,932,22.36,0,0,0
118.5,4,482,44.0,0,0,1
248.27,2,1665,1.59,0,0,1
496.85,2,439,2.54,0,0,0
175.46,4,1970,48.29,0,1,1
64.91,3,984,0.58,0,0,0
65.65,1,546,57.0,1,1,1
160.54,1,1887,0.07,0,0,0
32.74,3,1179,31.03,1,0,0
14.05,2,1557,5.51,0,0,0
52.55,3,96,41.85,0,0,0
40.63,2,1980,5.72,0,1,0
42.17,6,118,15.93,0,0,0
31.93,7,1456,1.25,0,0,1
5.16,4,1378,4.16,0,0,0
2.16,2,1299,22.29,0,0,0
528.0,2,1767,11.28,0,1,0
66.99,0,1619,39.46,1,0,1
58.2,5,1003,8.4,0,0,1
136.6,2,1527,30.58,0,0,0
29.55,4,1366,8.94,0,0,0
359.39,4,831,58.13,1,0,1
185.21,4,1446,48.22,0,0,0
11.24,5,1647,5.99,1,0,0
64.87,3,946,32.56,0,0,0
253.55,3,1014,28.22,0,1,0
347.47,5,658,3.55,0,0,1
75.6,4,200,14.68,0,0,0
114.05,3,942,1.13,1,1,1
21.93,4,151,27.18,0,0,0
567.53,3,1902,2.88,1,1,1
31.62,3,1106,1.1,0,1,1
343.2,4,849,7.67,0,0,1
125.86,3,1200,12.9,0,0,1
112.3,1,177,28.96,0,0,0
86.26,3,575,54.89,0,0,0
31.47,2,1292,8.68,0,0,0
23.31,2,1472,0.94,0,0,0
29.89,4,1144,20.74,0,0,0
24.76,4,753,12.49,0,0,0
181.47,1,682,8.91,0,0,0
51.72,7,873,5.55,0,0,0
7.15,3,848,10.47,0,0,0
417.25,2,540,6.2,0,0,1
258.28,6,1323,21.22,1,0,1
315.32,0,983,11.78,0,0,1
633.61,6,571,31.42,0,0,1
22.92,3,1543,11.76,0,0,0
60.55,3,184,4.08,0,0,1
170.38,5,311,28.57,0,0,0
142.9,5,1729,12.22,0,0,0
20.05,2,194,3.48,0,0,0
203.03,4,1372,14.65,0,0,0
30.5,3,519,6.64,0,0,0
30.4,6,828,27.91,0,0,1
92.4,1,1343,9.06,0,0,1
107.86,3,1540,19.44,0,0,0
104.12,5,1379,1.51,0,0,0
11.51,3,1114,7.56,0,1,0
251.92,2,1407,61.33,0,0,1
37.04,0,165,24.79,1,0,1
16.64,1,796,2.61,0,0,0
263.51,4,804,4.88,0,0,1
373.88,6,441,6.0,0,0,0
237.77,2,1533,15.76,0,0,0
198.98,4,770,21.22,0,0,0
127.79,1,156,20.77,0,0,1
96.05,1,490,10.7,0,0,0
10.92,9,444,24.98,0,0,0
63.0,2,1552,8.62,0,1,1
55.96,2,1702,1.98,0,0,0
36.09,3,1716,12.47,1,0,1
154.23,4,78,45.64,0,0,1
82.19,2,1639,23.63,1,0,0
10.14,1,1914,12.97,0,0,0
29.84,2,884,15.61,0,0,0
137.96,1,1921,40.01,0,0,0
9.5,0,195,8.39,1,0,0
228.62,3,913,6.04,1,0,1
82.02,2,691,56.74,0,0,0
78.61,6,213,29.87,0,0,0
107.7,2,563,5.85,0,0,0
208.94,2,22,9.35,0,0,0
51.29,2,675,8.04,0,0,0
135.99,6,1307,2.42,0,1,0
100.09,1,1331,47.49,1,0,0
37.28,4,60,7.77,0,0,1
253.07,4,509,31.23,0,0,0
191.6,2,378,3.15,0,0,1
128.91,3,733,11.91,0,0,1
228.12,0,1689,0.36,0,0,1
242.35,3,366,21.67,0,0,0
147.87,4,1036,13.05,0,0,1
217.69,2,1287,14.74,0,0,1
143.47,4,1508,0.8,1,0,0
136.78,0,856,3.56,0,1,0
115.67,2,1539,1.16,0,0,0
167.67,4,265,5.11,0,0,1
20.72,4,1643,14.81,0,0,0
255.31,2,1718,12.53,0,0,1
246.54,3,1183,14.21,0,0,1
3.56,4,1521,11.95,0,1,1
209.72,4,288,4.78,1,0,0
16.56,3,1092,4.21,0,0,0
48.98,3,455,2.21,0,0,1
163.28,3,122,28.36,1,0,1
21.03,2,845,14.38,0,0,0
204.43,3,764,3.1,0,1,1
214.15,4,1855,2.93,0,0,1
84.98,5,1602,30.96,1,0,0
0.77,5,1522,20.36,0,0,1
40.6,1,1440,16.16,1,0,1
115.14,5,376,7.83,0,0,1
476.78,4,1093,4.56,0,0,1
119.9,2,338,58.27,0,0,1
36.1,2,737,23.94,0,0,1
120.62,1,1502,5.39,0,0,1
93.18,3,1778,28.22,0,0,0
181.61,5,1015,21.34,0,0,1
13.58,1,1600,5.29,0,0,1
171.77,2,1918,8.34,0,0,1
93.51,3,729,3.09,0,0,1
395.59,3,1096,1.77,0,0,1
50.2,3,193,19.24,0,0,1
120.16,3,1032,4.67,0,0,1
322.64,5,320,25.73,0,1,1
12.98,4,1826,81.42,0,0,1
332.19,3,1571,1.2,0,0,1
139.73,5,186,9.61,0,1,1
8.43,4,1608,24.3,0,0,0
42.97,1,1462,23.33,1,0,0
147.79,3,1106,21.41,0,0,0
8.37,3,856,6.44,0,0,0
104.72,1,1200,9.07,0,0,0
50.94,5,1258,13.56,0,0,0
116.4,3,1610,54.71,0,0,0
5.62,2,1614,5.95,0,0,0
246.25,3,1985,38.49,0,0,1
435.62,3,18,4.71,0,0,1
416.38,3,245,67.75,0,0,0
166.19,1,719,16.64,0,1,1
16.72,5,933,9.34,0,0,0
170.39,1,694,14.26,0,0,1
2.99,4,803,4.77,0,1,1
2.68,2,1061,4.81,0,1,1
46.92,3,817,1.81,0,0,0
80.48,4,1944,1.82,0,0,1
176.57,3,1679,6.41,0,0,0
137.97,8,36,21.59,0,0,0
70.85,2,559,14.05,0,0,0
38.36,2,1229,1.62,0,1,1
702.18,1,1236,28.68,0,0,0
66.65,1,94,13.8,0,0,1
72.04,5,1865,48.61,0,0,1
21.44,2,1063,16.64,0,0,0
190.06,0,475,2.89,0,1,1
141.98,2,1132,9.63,0,0,1
29.93,5,1932,15.68,0,0,0
10.32,4,1223,0.43,0,0,0
136.92,4,21,0.23,0,0,1
127.54,4,1636,2.08,0,0,0
38.3,4,1022,4.35,0,0,0
361.58,1,1063,8.42,0,1,1
19.65,3,1758,10.03,1,0,0
67.95,1,1071,2.23,0,0,0
345.07,4,1886,16.78,0,0,1
65.31,4,581,13.6,0,0,1
122.11,3,1327,5.23,0,0,1
60.82,3,1393,0.21,1,0,0
38.46,3,1688,1.21,0,0,1
496.05,4,923,7.46,1,0,1
63.18,2,189,2.51,0,0,0
269.43,3,806,7.09,0,0,0
31.36,4,1145,14.84,0,0,0
28.76,5,1775,11.89,0,0,0
3.8,2,1477,3.94,0,0,0
126.55,2,1054,6.32,0,0,0
55.16,1,1178,14.28,0,0,0
239.73,2,1532,29.58,0,0,0
76.91,4,1179,20.99,1,1,1
413.77,2,450,12.09,0,0,1
24.63,2,896,6.75,0,0,1
243.56,4,430,6.81,0,0,0
179.85,3,1349,31.73,0,0,0
176.84,4,1199,0.6,0,0,1
223.55,1,1685,66.32,0,1,1
171.77,3,1236,16.38,1,1,0
118.09,6,1529,17.14,1,0,0
16.88,3,1789,0.58,0,0,1
3.97,1,1658,13.95,0,0,0
304.37,3,477,9.95,0,0,1
115.06,6,722,1.68,0,0,1
191.07,4,394,4.88,0,0,0
78.82,4,323,33.15,0,1,1
14.97,1,780,11.98,1,0,1
16.05,5,1288,8.0,0,0,1
138.84,0,968,1.13,0,0,1
67.52,5,926,18.78,0,0,1
26.86,2,32,18.2,0,0,1
81.18,0,1938,14.28,1,1,0
7.96,3,1791,10.71,0,0,1
104.66,6,348,8.53,0,0,0
37.6,3,1526,13.49,0,0,1
191.68,2,832,3.99,0,0,0
44.59,2,1544,42.52,0,1,1
72.88,2,375,13.33,0,0,1
1.4,3,1405,5.59,0,1,0
9.02,7,924,8.96,0,0,0
59.81,0,1863,24.57,0,0,0
78.46,3,1632,2.64,0,0,0
109.96,3,1252,5.2,0,0,0
41.38,4,484,17.07,0,0,1
142.49,3,1456,5.69,0,0,0
236.04,3,1389,23.59,1,0,1
181.61,3,1493,2.1,0,0,0
4.85,3,1536,21.58,0,1,0
78.59,7,36,1.06,0,1,1
13.3,2,951,0.19,0,0,1
33.26,2,811,34.27,0,1,1
518.06,3,810,13.06,1,0,1
18.45,3,869,6.5,1,0,0
82.91,4,1256,3.97,0,0,0
115.53,2,873,14.39,0,1,1
145.47,3,699,10.67,1,0,1
98.42,3,1181,71.69,0,0,1
1.18,3,1457,61.31,1,0,0
47.43,2,748,15.12,0,0,0
87.51,3,1384,8.77,0,0,1
11.04,1,1219,10.13,0,0,0
51.81,5,424,17.21,0,0,1
4.05,4,1839,1.61,0,1,1
9.82,3,991,5.97,0,0,0
60.69,4,438,1.17,0,0,1
17.09,3,50,1.14,1,0,0
100.59,3,914,3.27,0,0,0
140.34,4,1021,9.96,0,0,0
193.49,3,1426,23.04,0,0,1
26.8,4,712,9.97,0,1,1
22.0,2,88,6.13,0,0,0
13.25,5,726,1.29,0,1,0
121.41,4,1929,11.99,0,0,0
147.1,2,1823,4.75,0,0,1
3.85,3,1817,14.32,0,0,1
330.26,4,553,56.71,0,0,1
6.4,4,1483,1.77,0,0,0
93.52,4,483,3.58,1,0,1
148.16,5,1175,9.61,1,0,1
245.72,2,1284,51.92,1,0,0
150.25,3,303,22.16,1,0,1
194.17,3,619,34.28,0,1,1
49.76,3,145,6.09,0,0,1
202.37,2,493,72.5,0,0,1
10.02,3,1822,1.63,0,0,0
270.25,2,1345,0.82,1,0,1
95.18,6,823,29.03,1,0,1
203.99,4,564,39.31,0,0,1
72.25,2,1665,1.42,0,0,1
123.8,1,1765,1.81,0,0,0
89.69,4,55,0.51,0,0,1
157.83,4,1269,1.66,0,0,0
10.22,2,1081,3.52,0,0,1
7.47,6,207,52.64,1,0,1
34.06,3,93,16.53,0,0,1
20.86,0,552,22.61,1,0,1
246.48,3,1194,22.45,0,0,0
29.69,1,1461,11.49,0,0,0
446.89,2,80,23.95,0,0,0
49.3,3,529,13.59,1,1,1
24.12,2,907,5.67,0,0,1
187.11,3,922,12.35,1,0,1
129.0,3,1085,11.44,0,0,0
82.75,2,1078,26.01,0,0,1
97.26,5,302,60.04,0,0,1
152.41,1,947,7.94,0,0,1
31.12,3,821,21.62,0,1,1
673.04,3,1498,1.58,0,0,0
441.68,3,1918,22.5,0,0,1
126.09,4,1583,6.96,0,0,0
26.71,4,876,0.6,1,1,1
136.82,1,389,6.77,0,0,1
8.99,4,1016,14.15,1,0,1
3.74,2,1776,1.9,0,0,0
35.76,1,1511,38.66,0,0,1
74.53,3,271,1.21,0,0,1
243.24,4,589,39.89,0,1,1
155.87,0,1212,18.42,0,0,0
162.9,4,366,6.0,0,0,0
66.51,3,1452,7.43,0,0,0
50.95,4,707,20.25,0,0,1
55.64,0,1986,13.8,0,0,0
527.29,2,1234,16.7,0,0,1
4.91,6,1935,7.39,0,0,0
242.12,4,1046,10.04,1,0,0
103.72,4,452,68.88,0,0,1
69.28,2,735,3.61,0,0,1
155.03,1,1765,8.12,0,0,0
80.02,2,295,5.18,0,0,0
248.03,3,1789,21.73,0,0,0
277.16,2,1901,21.66,0,1,1
65.72,4,1291,5.19,1,0,0
38.89,3,579,1.27,0,0,0
107.68,3,1581,0.17,0,0,1
292.15,1,849,8.36,0,0,0
28.39,3,1974,7.92,0,0,0
117.05,4,1523,66.84,0,0,1
119.82,3,507,9.52,0,0,1
158.51,2,1938,4.44,0,0,0
16.93,2,1927,33.28,0,0,0
150.98,4,714,10.13,0,0,1
287.67,1,1366,13.71,0,1,0
23.77,4,571,1.51,0,0,1
32.55,1,41,7.24,0,0,0
426.5,2,1643,43.3,0,0,1
23.96,1,52,13.36,0,0,1
231.21,1,1926,6.34,0,0,1
81.34,2,1384,14.74,0,0,0
34.08,4,1367,36.19,0,0,1
245.52,3,1855,4.8,0,0,0
70.72,4,568,10.55,0,0,1
86.79,2,279,47.8,0,0,0
53.41,3,1977,2.84,0,0,0
107.86,5,1856,19.08,0,0,1
21.43,5,1446,14.3,0,0,1
59.53,3,952,17.08,0,1,0
418.46,4,1608,6.49,0,0,1
35.83,4,1052,5.65,0,0,1
128.31,3,1380,17.29,0,0,0
47.2,2,1938,3.64,0,0,0
178.19,3,1646,8.16,0,0,1
16.83,3,46,3.13,0,0,0
420.07,5,1652,0.13,1,0,1
72.57,3,101,52.63,0,0,1
32.31,2,1853,8.48,0,0,1
9.16,4,194,52.28,0,1,1
22.32,4,737,2.27,0,1,0
88.02,1,1061,13.28,0,0,1
49.32,5,1581,3.37,1,1,1
211.85,2,381,23.42,1,0,1
67.64,1,841,22.97,0,0,0
34.32,2,1563,1.79,0,0,1
115.21,5,354,36.47,0,0,1
147.22,4,1452,3.25,0,1,0
21.93,5,1229,14.24,0,0,0
22.02,4,87,63.64,0,0,1
4.48,1,176,32.11,0,0,1
160.0,2,1123,47.05,0,1,1
130.81,1,273,6.29,0,0,1
77.24,4,1505,1.67,1,1,0
223.08,2,1241,3.13,0,0,0
196.58,2,733,10.41,1,0,1
105.64,3,1304,23.64,0,0,1
243.24,4,1296,2.44,0,0,1
27.66,2,1539,16.17,0,0,0
14.24,3,1818,5.86,0,0,0
37.72,4,521,6.26,0,0,0
7.05,2,1887,16.27,1,0,0
90.9,3,1759,9.44,1,0,0
331.01,2,1919,25.07,0,0,0
4.82,5,585,2.54,0,0,0
15.63,7,1557,23.41,0,0,0
72.22,4,731,1.0,0,0,0
325.95,2,1345,3.24,0,0,1
45.6,0,1207,16.01,0,0,1
84.93,3,440,28.96,0,0,0
5.1,3,777,4.37,0,0,0
19.27,2,472,5.94,0,1,0
517.77,1,110,11.55,0,0,1
402.7,7,1049,3.57,0,1,1
0.59,4,1742,25.0,1,0,1
363.92,7,1291,22.28,0,0,1
122.31,4,1929,2.35,1,0,1
242.92,2,253,9.35,0,0,1
72.78,2,1381,22.36,1,0,1
86.98,4,1282,6.17,0,0,0
80.53,2,114,15.04,0,0,1
131.9,5,703,0.77,1,0,1
18.05,4,1700,14.07,0,0,1
3.65,0,1320,2.48,0,0,1
44.17,0,1202,26.63,1,0,0
146.36,4,1453,6.59,0,0,1
27.06,2,1080,4.96,1,0,1
134.29,2,1076,27.57,0,0,0
420.44,5,1354,0.77,1,0,1
11.83,3,827,7.58,0,0,0
133.99,4,230,6.93,0,0,0
70.38,0,1546,5.03,0,0,0
243.12,2,1745,36.41,1,0,1
23.4,3,1474,20.85,0,0,0
141.56,3,153,0.99,0,0,0
218.5,2,899,18.81,0,0,0
347.21,3,1061,11.24,0,0,1
137.96,2,1887,34.67,0,1,0
82.5,2,1883,5.63,1,0,1
115.43,4,799,12.81,0,0,1
243.82,4,562,10.42,0,0,0
101.45,1,853,10.09,0,0,0
3.7,4,668,9.13,0,0,1
320.75,1,1890,3.45,0,0,0
140.36,5,1723,21.14,0,0,0
135.43,1,1860,9.0,0,0,1
29.15,4,846,47.74,0,0,0
129.06,3,1028,4.53,0,0,0
60.08,2,1963,17.22,0,0,1
126.4,2,1200,42.38,0,0,0
13.53,1,1668,16.34,0,0,1
128.7,2,1619,30.75,0,0,0
893.01,1,760,26.36,0,0,1
5.93,3,258,6.7,0,0,0
453.58,1,784,13.75,1,0,1
62.69,1,773,2.55,0,1,1
245.52,2,1390,11.5,0,0,0
183.0,5,1144,3.93,0,1,1
100.45,6,701,20.42,0,0,0
160.94,2,1733,11.26,0,0,0
252.96,3,829,7.95,0,0,0
62.13,5,728,4.7,0,0,0
47.53,5,243,99.66,0,0,1
132.17,0,33,1.12,0,0,1
197.93,3,1059,0.67,0,0,0
172.4,3,1414,3.67,0,0,0
191.83,1,1763,53.14,0,0,1
68.64,1,1015,58.12,0,1,0
204.34,0,1379,15.96,0,0,0
15.37,3,1411,31.82,0,0,0
94.36,2,531,3.61,0,0,0
0.69,1,26,53.66,0,0,0
47.09,6,254,2.31,0,0,0
54.77,0,727,1.6,0,0,0
60.54,1,779,1.79,0,1,1
142.68,3,1657,12.77,0,0,0
59.03,2,726,22.78,1,0,0
71.46,2,1572,6.85,0,0,0
32.55,6,1616,57.18,1,0,0
56.07,3,1721,8.55,0,0,1
30.94,1,1235,2.45,0,0,0
9.12,3,1281,9.41,0,0,0
110.99,4,127,17.05,0,0,1
132.39,0,18,26.78,0,0,1
115.95,2,607,9.21,0,0,0
74.72,1,32,13.51,0,0,1
57.32,3,249,4.67,0,0,1
238.83,5,1618,15.57,0,0,1
87.85,4,36,64.0,1,0,0
78.28,2,993,0.75,1,0,0
