order_id,customer_id,amount_cents,status,created_at
736,C998,881,pending,2024-04-03
737,C269,7067,delivered,2024-04-10
738,C712,6638,delivered,2024-04-26
739,C703,6758,pending,2024-04-06
740,C526,4147,cancelled,2024-04-22
741,C615,1688,delivered,2024-04-26
742,C002,5401,delivered,2024-04-03
743,C820,2112,delivered,2024-04-16
744,C649,1580,pending,2024-04-13
745,C080,7326,pending,2024-04-17
746,C946,2709,delivered,2024-04-13
747,C887,8911,pending,2024-04-09
748,C789,3788,delivered,2024-04-07
749,C803,5847,delivered,2024-04-05
750,C261,2771,cancelled,2024-04-24
751,C312,5784,cancelled,2024-04-23
752,C819,6222,cancelled,2024-04-23
753,C618,7166,cancelled,2024-04-22
754,C836,5119,delivered,2024-04-19
755,C441,5315,pending,2024-04-03
756,C325,3794,delivered,2024-04-23
757,C107,7261,delivered,2024-04-29
758,C150,4176,cancelled,2024-04-06
759,C008,8265,pending,2024-04-04
760,C168,2716,delivered,2024-04-22
761,C549,6446,delivered,2024-04-05
762,C180,9393,cancelled,2024-04-19
763,C569,790,pending,2024-04-15
764,C529,5464,pending,2024-04-07
765,C030,2259,cancelled,2024-04-28
766,C179,1823,cancelled,2024-04-12
767,C979,4207,delivered,2024-04-21
768,C388,2659,delivered,2024-04-28
769,C166,2301,pending,2024-04-29
770,C807,8777,cancelled,2024-04-13
771,C213,5613,pending,2024-04-24
772,C845,2162,delivered,2024-04-21
773,C443,2485,delivered,2024-04-05
774,C702,2627,pending,2024-04-04
775,C468,8769,pending,2024-04-04
776,C169,6269,pending,2024-04-08
777,C258,9690,delivered,2024-04-21
778,C905,6240,cancelled,2024-04-30
779,C713,8969,cancelled,2024-04-13
780,C235,3179,cancelled,2024-04-28
781,C610,6973,pending,2024-04-26
782,C106,8486,cancelled,2024-04-21
783,C104,5645,delivered,2024-04-21
784,C1000,8775,delivered,2024-04-30
785,C752,2970,pending,2024-04-13
786,C290,4001,cancelled,2024-04-27
787,C998,2095,cancelled,2024-04-25
788,C780,1218,cancelled,2024-04-11
789,C181,4921,delivered,2024-04-16
790,C171,6065,pending,2024-04-14
791,C911,3205,pending,2024-04-01
792,C232,2261,pending,2024-04-03
793,C201,9842,delivered,2024-04-13
794,C167,6209,delivered,2024-04-23
795,C942,1778,delivered,2024-04-06
796,C056,8622,delivered,2024-04-26
797,C170,9961,delivered,2024-04-16
798,C120,3561,pending,2024-04-21
799,C549,5014,cancelled,2024-04-12
800,C149,7890,pending,2024-04-17
801,C338,3475,delivered,2024-04-29
802,C479,1310,cancelled,2024-04-18
803,C687,990,pending,2024-04-15
804,C635,9695,cancelled,2024-04-02
805,C312,919,pending,2024-04-26
806,C520,1389,cancelled,2024-04-08
807,C701,9470,cancelled,2024-04-26
808,C115,1362,pending,2024-04-08
809,C193,995,cancelled,2024-04-22
810,C161,3044,cancelled,2024-04-02
811,C202,6594,pending,2024-04-21
812,C508,9834,pending,2024-04-21
813,C773,1651,pending,2024-04-25
814,C904,9362,delivered,2024-04-20
815,C354,5186,delivered,2024-04-15
816,C834,4878,pending,2024-04-26
817,C333,8131,delivered,2024-04-21
818,C556,2064,delivered,2024-04-04
819,C834,7303,pending,2024-04-13
820,C484,2164,delivered,2024-04-07
821,C456,2966,pending,2024-04-22
822,C729,5674,pending,2024-04-27
823,C791,1305,pending,2024-04-04
824,C235,4537,cancelled,2024-04-04
825,C559,9578,cancelled,2024-04-27
826,C899,587,pending,2024-04-18
827,C544,6615,pending,2024-04-30
828,C709,7772,cancelled,2024-04-29
829,C813,6936,delivered,2024-04-03
830,C152,5126,cancelled,2024-04-16
831,C416,1494,cancelled,2024-04-05
832,C977,9173,delivered,2024-04-07
833,C646,1240,delivered,2024-04-10
834,C362,7446,cancelled,2024-04-23
835,C014,6731,cancelled,2024-04-26
836,C339,9982,delivered,2024-04-07
837,C856,7792,cancelled,2024-04-05
838,C196,2072,delivered,2024-04-28
839,C376,4351,pending,2024-04-06
840,C952,1541,pending,2024-04-05
841,C560,9732,cancelled,2024-04-15
842,C732,737,cancelled,2024-04-27
843,C962,2102,cancelled,2024-04-25
844,C224,9234,pending,2024-04-21
845,C945,8040,delivered,2024-04-08
846,C054,6938,cancelled,2024-04-08
847,C551,6481,pending,2024-04-06
848,C110,624,cancelled,2024-04-07
849,C447,3741,pending,2024-04-23
850,C956,5314,delivered,2024-04-02
851,C625,2454,cancelled,2024-04-27
852,C075,8483,pending,2024-04-09
853,C596,889,cancelled,2024-04-19
854,C942,6348,pending,2024-04-28
855,C089,5137,delivered,2024-04-05
856,C872,6942,pending,2024-04-20
857,C061,6027,pending,2024-04-29
858,C532,9088,pending,2024-04-29
859,C011,4725,pending,2024-04-29
860,C702,5099,cancelled,2024-04-20
861,C811,8305,delivered,2024-04-12
862,C991,1010,delivered,2024-04-29
863,C037,5301,pending,2024-04-29
864,C952,4604,cancelled,2024-04-22
865,C010,6533,cancelled,2024-04-09
866,C553,3402,delivered,2024-04-27
867,C244,9723,delivered,2024-04-19
868,C955,1895,delivered,2024-04-02
869,C541,3893,pending,2024-04-08
870,C277,6482,cancelled,2024-04-02
871,C535,3568,pending,2024-04-12
872,C796,8162,delivered,2024-04-15
873,C248,9503,delivered,2024-04-20
874,C556,2470,cancelled,2024-04-12
875,C666,6057,pending,2024-04-21
876,C127,1208,cancelled,2024-04-03
877,C523,938,cancelled,2024-04-07
878,C393,5394,delivered,2024-04-09
879,C478,3857,cancelled,2024-04-09
880,C528,1812,cancelled,2024-04-20
881,C402,3181,cancelled,2024-04-20
882,C274,6534,cancelled,2024-04-07
883,C536,1781,cancelled,2024-04-24
884,C735,6354,cancelled,2024-04-13
885,C348,713,delivered,2024-04-14
886,C408,8189,delivered,2024-04-13
887,C861,9026,pending,2024-04-03
888,C887,2443,pending,2024-04-26
889,C694,8696,delivered,2024-04-20
890,C561,9606,delivered,2024-04-26
891,C627,9411,delivered,2024-04-19
892,C461,5334,delivered,2024-04-01
893,C518,5224,cancelled,2024-04-01
894,C979,5356,pending,2024-04-13
895,C597,3894,pending,2024-04-02
896,C049,6216,pending,2024-04-05
897,C386,5301,cancelled,2024-04-04
898,C657,4454,pending,2024-04-07
899,C851,2715,pending,2024-04-14
900,C629,3764,delivered,2024-04-08
901,C541,2208,delivered,2024-04-01
902,C551,1531,delivered,2024-04-01
903,C966,2837,cancelled,2024-04-17
904,C162,8736,cancelled,2024-04-18
905,C947,6523,delivered,2024-04-02
906,C501,8966,pending,2024-04-26
907,C794,8866,pending,2024-04-14
908,C763,8386,pending,2024-04-01
909,C297,2169,delivered,2024-04-07
910,C907,8660,pending,2024-04-23
911,C505,6243,cancelled,2024-04-01
912,C221,8853,cancelled,2024-04-10
913,C852,4230,pending,2024-04-14
914,C571,4058,pending,2024-04-13
915,C084,2143,cancelled,2024-04-26
916,C756,1710,delivered,2024-04-25
917,C551,2025,pending,2024-04-19
918,C758,642,cancelled,2024-04-13
919,C670,7761,cancelled,2024-04-22
920,C979,3904,cancelled,2024-04-15
921,C437,5020,delivered,2024-04-05
922,C452,670,delivered,2024-04-25
923,C019,8968,cancelled,2024-04-06
924,C329,4682,pending,2024-04-15
925,C366,1939,pending,2024-04-24
926,C647,8538,delivered,2024-04-01
927,C712,558,delivered,2024-04-07
928,C443,5944,delivered,2024-04-11
929,C453,7063,pending,2024-04-08
930,C666,4205,pending,2024-04-16
931,C221,4437,delivered,2024-04-01
932,C330,5053,pending,2024-04-09
933,C178,3847,delivered,2024-04-09
934,C659,4658,delivered,2024-04-24
935,C446,5476,delivered,2024-04-05
936,C748,8053,delivered,2024-04-06
937,C039,3716,cancelled,2024-04-02
938,C575,8161,pending,2024-04-06
939,C371,3113,delivered,2024-04-17
940,C498,8791,cancelled,2024-04-01
941,C143,6054,cancelled,2024-04-28
942,C620,6793,delivered,2024-04-15
943,C877,4529,delivered,2024-04-24
944,C421,3766,delivered,2024-04-21
945,C528,6045,pending,2024-04-08
946,C938,4676,pending,2024-04-07
947,C154,3512,cancelled,2024-04-25
948,C722,9904,cancelled,2024-04-02
949,C780,1999,delivered,2024-04-21
950,C461,2571,pending,2024-04-22
951,C802,6968,cancelled,2024-04-24
952,C706,1000,pending,2024-04-24
953,C447,6060,pending,2024-04-01
954,C014,6106,cancelled,2024-04-28
955,C488,2661,pending,2024-04-24
956,C796,7472,delivered,2024-04-23
957,C626,4009,pending,2024-04-23
958,C807,8546,cancelled,2024-04-29
959,C246,2787,pending,2024-04-02
960,C573,7007,pending,2024-04-06
961,C400,6149,delivered,2024-04-24
962,C589,8168,cancelled,2024-04-16
963,C502,4961,pending,2024-04-22
964,C935,834,pending,2024-04-18
965,C540,9517,cancelled,2024-04-11
966,C012,8424,cancelled,2024-04-08
967,C170,4262,cancelled,2024-04-18
968,C436,3845,pending,2024-04-10
969,C873,7512,delivered,2024-04-18
970,C770,1904,pending,2024-04-13
971,C716,6695,cancelled,2024-04-15
972,C067,8744,delivered,2024-04-12
973,C671,8798,delivered,2024-04-22
974,C077,6883,cancelled,2024-04-23
975,C023,5805,pending,2024-04-02
976,C160,9819,delivered,2024-04-29
977,C213,2661,cancelled,2024-04-16
978,C023,6146,pending,2024-04-16
979,C590,7081,pending,2024-04-18
980,C474,6403,cancelled,2024-04-02
981,C280,5218,delivered,2024-04-27
982,C094,5457,delivered,2024-04-18
983,C980,6849,delivered,2024-04-04
984,C736,6548,cancelled,2024-04-15
985,C621,1187,cancelled,2024-04-21
986,C333,5880,pending,2024-04-26
987,C848,4488,cancelled,2024-04-26
988,C375,4205,pending,2024-04-20
989,C137,7583,delivered,2024-04-25
990,C559,682,cancelled,2024-04-16
991,C232,9578,delivered,2024-04-28
992,C337,10000,delivered,2024-04-21
993,C718,8206,cancelled,2024-04-25
994,C674,9499,cancelled,2024-04-04
995,C557,6028,pending,2024-04-19
996,C634,2231,cancelled,2024-04-16
997,C345,2629,cancelled,2024-04-10
998,C080,7743,pending,2024-04-09
999,C016,8819,pending,2024-04-26
1000,C718,5239,delivered,2024-04-16
